Temperature,A3,B3,C3,D3,E3,F3,G3,H3
91.4,3.672417752,4.315037136,7.86266489,7.717699075,3.114905731,5.251023815,6.247083526,4.13476077
91.5,2.524418885,3.507574278,6.914518409,6.120338378,3.202899039,5.866542975,2.023785686,5.992664337
91.6,4.428249431,4.597702106,4.98428824,5.075440543,5.318663155,6.125815268,2.290574185,6.427432836
91.7,6.459460596,5.429764035,5.312399078,1.199499164,7.194277029,6.993401428,3.449156893,5.935513415
91.8,5.388369639,5.400925064,5.926429734,1.908941678,7.682265335,8.1519663,2.346082228,6.279677769
91.9,5.751703521,7.480276818,5.56773107,5.623416407,7.650042694,9.335037446,4.29472309,6.778406202
92,3.595749418,8.716922275,5.202737612,5.649773649,6.822828785,10.03688667,9.317745735,5.608641221
92.1,-0.231164984,5.854683428,6.357381861,6.068382753,6.409490603,9.422536858,10.0183531,6.846511059
92.2,-0.809584165,4.117318739,6.201931448,6.903888968,6.498915068,8.372737796,9.026796018,7.488230558
92.3,-0.695297139,4.296212045,5.174205246,4.258997462,6.083088622,6.060813242,10.11816644,5.345924647
92.4,-1.214693158,2.684328903,4.841544365,1.878638519,5.018762838,2.061906065,9.207378916,4.934282834
92.5,3.217563129,2.183552943,5.160230463,1.24663715,4.216335106,-0.587225416,6.461357143,3.341677604
92.6,6.252396069,5.769113598,5.82216088,0.27912028,4.396566414,-1.226458855,6.708273703,-0.362759218
92.7,6.032875425,7.407210347,5.65035646,1.665830202,3.295316929,0.613473299,6.942719823,0.308406395
92.8,8.093946809,6.684266828,6.403896872,2.544849231,2.378677048,3.093716391,6.282386042,3.124763782
92.9,8.122476336,5.758005929,6.778960424,0.504424787,4.577873694,5.015932159,7.248767249,1.789451843
93,4.731223504,5.213000537,5.985070798,1.184804561,6.943028924,7.120508478,7.3526675,3.698994561
93.1,4.918242592,3.007063183,5.223476053,2.418161767,5.973193864,8.220242473,4.733188757,7.965930025
93.2,5.766535861,-0.945764439,5.645149742,0.772166648,5.671321551,6.473374953,3.95166715,7.622732844
93.3,3.256566169,-3.216652229,4.152091948,2.040335021,7.022719556,4.756709615,4.503963318,6.201962331
93.4,3.634555303,-1.517672903,2.569842587,6.570042917,5.819834835,4.410698368,3.67716419,7.578008566
93.5,4.677666187,-0.35444093,1.8054922,8.531975199,4.564399216,2.777183727,4.964966837,6.786761416
93.6,1.859040176,1.742640578,0.787056891,10.1277501,5.160615038,2.162573652,8.696709083,3.724788206
93.7,-0.361367231,6.74497036,0.351168437,12.35283778,5.897293421,2.491276082,10.46196508,2.877662283
93.8,-0.316132379,10.00667027,1.217487659,9.96998973,5.551864751,2.428381988,10.96534231,2.247525281
93.9,-0.870469073,9.809371143,4.304259083,5.676255309,5.705863436,3.646502724,10.51688867,2.902285357
94,1.84756617,8.769339693,7.801362394,3.426448767,6.005742437,6.725361478,8.631600899,5.11356367
94.1,5.395150081,7.840464736,9.415977843,1.058655524,6.097400827,8.182873377,7.479319339,5.633945263
94.2,7.090355062,7.226812284,9.412834306,-1.593332007,4.271040947,8.966617333,7.512561912,5.827205297
94.3,9.539492967,7.252546609,9.15466372,-1.376427584,1.736098821,10.76257388,7.678217795,8.225114935
94.4,10.93581409,6.573399661,5.728501478,0.193188391,1.490860532,10.24298451,7.596126418,6.686023095
94.5,7.801402937,6.176631638,2.416895387,1.591830025,1.681264943,6.812498641,8.22842251,2.790058814
94.6,6.02286463,2.610143308,1.17748784,3.91914881,1.846599045,3.144808156,6.557974414,2.348373743
94.7,6.713520739,-0.929201404,3.454943599,9.450495045,3.619768124,1.692834476,4.038332712,1.568347463
94.8,4.796268234,-3.521793284,4.398033969,12.61706702,6.082070016,-0.767139241,2.784087553,-0.930728883
94.9,6.204907058,-4.274544951,12.65206943,21.14798791,7.455334202,0.18571939,1.738009288,-0.994426032
95,4.152543881,-1.530133214,10.0697168,13.03952238,3.648790668,1.750559692,0.397644148,0.347345004
