Temperature,A3,B3,C3,D3,E3,F3,G3,H3
91.8,3125.086315,3123.487004,3163.137481,3211.049819,3144.660553,3190.754223,3182.290152,3108.106617
91.9,3124.5808,3122.902482,3162.566309,3210.569347,3143.904382,3189.90614,3182.060864,3107.454633
92,3124.001674,3122.019035,3162.02266,3210.007463,3143.151818,3188.903984,3181.357471,3106.785708
92.1,3123.901679,3121.262458,3161.49154,3209.439941,3142.530621,3187.936328,3180.302473,3106.279143
92.2,3123.968248,3120.827119,3160.782612,3208.794297,3141.857857,3187.039988,3179.404319,3105.433066
92.3,3124.035989,3120.392775,3160.274781,3208.146074,3141.244083,3186.301216,3178.457674,3104.849316
92.4,3124.10465,3120.002355,3159.73091,3207.941195,3140.658211,3185.870377,3177.431238,3104.332968
92.5,3124.158541,3119.8198,3159.286974,3207.725928,3140.233157,3185.85242,3176.659626,3103.893467
92.6,3123.491037,3119.464513,3158.690006,3207.687495,3139.792968,3185.923906,3176.068782,3103.707414
92.7,3122.98816,3118.710298,3158.139825,3207.612434,3139.381746,3186.024777,3175.311655,3103.854897
92.8,3122.244473,3118.049274,3157.540316,3207.368193,3139.122806,3185.777478,3174.6974,3103.589098
92.9,3121.425478,3117.386545,3156.869878,3207.170512,3138.826236,3185.417165,3174.019829,3103.317026
93,3120.702317,3116.895614,3156.215105,3207.205932,3138.2033,3184.775473,3173.273038,3103.154161
93.1,3120.397882,3116.39062,3155.672894,3206.919651,3137.51915,3184.027848,3172.615282,3102.522743
93.2,3119.701179,3116.337472,3155.146528,3206.783075,3136.99775,3183.207556,3172.284229,3101.673624
93.3,3119.318269,3116.529886,3154.589432,3206.689455,3136.349668,3182.738122,3171.789179,3101.031846
93.4,3118.985253,3116.874827,3154.321588,3206.290966,3135.65303,3182.225712,3171.406213,3100.374263
93.5,3118.578353,3116.82948,3154.05588,3205.431177,3135.188656,3181.881151,3170.995915,3099.570208
93.6,3118.143319,3116.913017,3153.961927,3204.600895,3134.693451,3181.644628,3170.350711,3099.074138
93.7,3118.195998,3116.410073,3153.878734,3203.407259,3134.150315,3181.422069,3169.303119,3098.774959
93.8,3118.15726,3115.610735,3153.848882,3202.252925,3133.539045,3181.148138,3168.2999,3098.48201
93.9,3118.256241,3114.505196,3153.572928,3201.470824,3133.030154,3180.898766,3167.143785,3098.286382
94,3118.2459,3113.682005,3152.976463,3201.073402,3132.394402,3180.372262,3166.234451,3097.862552
94.1,3117.860551,3112.751472,3152.064494,3200.782579,3131.840211,3179.590864,3165.399792,3097.302039
94.2,3117.208825,3112.104154,3151.143047,3200.858704,3131.226393,3178.755359,3164.705879,3096.743547
94.3,3116.433826,3111.29095,3150.204773,3201.023626,3131.002965,3177.782988,3163.890393,3096.095074
94.4,3115.340522,3110.670004,3149.394096,3201.089784,3130.82168,3176.669197,3163.174328,3095.199479
94.5,3114.361518,3109.981327,3149.058479,3200.97951,3130.685821,3175.816653,3162.361251,3094.81963
94.6,3113.75334,3109.515248,3148.846897,3200.737597,3130.478274,3175.316256,3161.588093,3094.563223
94.7,3113.098048,3109.46486,3148.727457,3200.116321,3130.27324,3175.134462,3161.07462,3094.353099
94.8,3112.460198,3109.670437,3148.158906,3198.887252,3129.736948,3174.985442,3160.750853,3094.285275
94.9,3112.072613,3110.107796,3147.700485,3197.517349,3129.09893,3175.20154,3160.509327,3094.478063
95,3111.305379,3110.432584,3145.908759,3195.086302,3128.382277,3174.932316,3160.406656,3094.446059
